sensitivity_type,member,model,prompt_version,scenario,success_rate,failure_cost_usd,volume_per_month,layer3_fixed_monthly_usd,all_in_per_task_usd,monthly_total_usd,note
success_rate,CHEN_MINGSONG,google/gemini-2.5-flash-lite,v2,-5 pp,0.0,7.6,8000,200.0,7.6269613666666665,61015.69093333333,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,CHEN_MINGSONG,google/gemini-2.5-flash-lite,v2,+0 pp,0.04,7.6,8000,200.0,7.322961366666666,58583.690933333324,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,CHEN_MINGSONG,google/gemini-2.5-flash-lite,v2,+5 pp,0.09,7.6,8000,200.0,6.942961366666666,55543.690933333324,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,CHEN_MINGSONG,google/gemini-2.5-flash-lite,v2,+10 pp,0.14,7.6,8000,200.0,6.562961366666666,52503.69093333333,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,LU_XINZE,qwen/qwen3-235b-a22b-2507,v2,-10 pp,0.04666666666666666,7.6,8000,200.0,7.2713049881666665,58170.439905333325,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,LU_XINZE,qwen/qwen3-235b-a22b-2507,v2,-5 pp,0.09666666666666666,7.6,8000,200.0,6.891304988166667,55130.43990533333,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,LU_XINZE,qwen/qwen3-235b-a22b-2507,v2,+0 pp,0.14666666666666667,7.6,8000,200.0,6.511304988166666,52090.439905333325,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,LU_XINZE,qwen/qwen3-235b-a22b-2507,v2,+5 pp,0.19666666666666666,7.6,8000,200.0,6.131304988166667,49050.43990533333,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,LU_XINZE,qwen/qwen3-235b-a22b-2507,v2,+10 pp,0.24666666666666667,7.6,8000,200.0,5.751304988166666,46010.439905333325,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,WANG_YI,mistralai/mistral-small-3.2-24b-instruct,v2,-10 pp,0.20666666666666664,7.6,8000,200.0,6.055488307916667,48443.90646333333,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,WANG_YI,mistralai/mistral-small-3.2-24b-instruct,v2,-5 pp,0.25666666666666665,7.6,8000,200.0,5.675488307916668,45403.90646333334,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,WANG_YI,mistralai/mistral-small-3.2-24b-instruct,v2,+0 pp,0.30666666666666664,7.6,8000,200.0,5.295488307916667,42363.90646333333,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,WANG_YI,mistralai/mistral-small-3.2-24b-instruct,v2,+5 pp,0.35666666666666663,7.6,8000,200.0,4.915488307916667,39323.90646333333,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,WANG_YI,mistralai/mistral-small-3.2-24b-instruct,v2,+10 pp,0.4066666666666666,7.6,8000,200.0,4.535488307916667,36283.90646333333,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,DAI_MINFEI,anthropic/claude-haiku-4.5,v2,-10 pp,0.2733333333333333,7.6,8000,200.0,5.565749773333334,44525.998186666664,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,DAI_MINFEI,anthropic/claude-haiku-4.5,v2,-5 pp,0.32333333333333336,7.6,8000,200.0,5.185749773333333,41485.99818666666,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,DAI_MINFEI,anthropic/claude-haiku-4.5,v2,+0 pp,0.37333333333333335,7.6,8000,200.0,4.805749773333334,38445.99818666667,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,DAI_MINFEI,anthropic/claude-haiku-4.5,v2,+5 pp,0.42333333333333334,7.6,8000,200.0,4.425749773333333,35405.998186666664,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
success_rate,DAI_MINFEI,anthropic/claude-haiku-4.5,v2,+10 pp,0.4733333333333334,7.6,8000,200.0,4.045749773333333,32365.998186666664,"Success rate clipped to [0%, 100%]. Includes owner-approved $200/month Layer 3 scenario assumption."
layer3_scenario,LI_LINGHAO,deepseek/deepseek-v3.2,v2,Layer 3 = $0/month,0.9466666666666667,7.6,8000,0,0.40910481560000006,3272.8385248000004,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,LI_LINGHAO,deepseek/deepseek-v3.2,v2,Layer 3 = $100/month,0.9466666666666667,7.6,8000,100,0.42160481560000007,3372.8385248000004,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,LI_LINGHAO,deepseek/deepseek-v3.2,v2,Layer 3 = $200/month,0.9466666666666667,7.6,8000,200,0.4341048156000001,3472.8385248000004,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,LI_LINGHAO,deepseek/deepseek-v3.2,v2,Layer 3 = $500/month,0.9466666666666667,7.6,8000,500,0.47160481560000006,3772.8385248000004,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,LI_LINGHAO,deepseek/deepseek-v3.2,v2,Layer 3 = $1000/month,0.9466666666666667,7.6,8000,1000,0.5341048156000001,4272.8385248,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,ZHOU_SIHAN,deepseek/deepseek-v3.2,v1,Layer 3 = $0/month,0.8533333333333334,7.6,8000,0,1.118551981413333,8948.415851306663,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,ZHOU_SIHAN,deepseek/deepseek-v3.2,v1,Layer 3 = $100/month,0.8533333333333334,7.6,8000,100,1.1310519814133329,9048.415851306663,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,ZHOU_SIHAN,deepseek/deepseek-v3.2,v1,Layer 3 = $200/month,0.8533333333333334,7.6,8000,200,1.1435519814133328,9148.415851306663,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,ZHOU_SIHAN,deepseek/deepseek-v3.2,v1,Layer 3 = $500/month,0.8533333333333334,7.6,8000,500,1.181051981413333,9448.415851306663,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,ZHOU_SIHAN,deepseek/deepseek-v3.2,v1,Layer 3 = $1000/month,0.8533333333333334,7.6,8000,1000,1.243551981413333,9948.415851306663,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,CHEN_MINGSONG,google/gemini-2.5-flash-lite,v2,Layer 3 = $0/month,0.04,7.6,8000,0,7.297961366666666,58383.690933333324,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,CHEN_MINGSONG,google/gemini-2.5-flash-lite,v2,Layer 3 = $100/month,0.04,7.6,8000,100,7.310461366666666,58483.690933333324,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,CHEN_MINGSONG,google/gemini-2.5-flash-lite,v2,Layer 3 = $200/month,0.04,7.6,8000,200,7.322961366666666,58583.690933333324,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,CHEN_MINGSONG,google/gemini-2.5-flash-lite,v2,Layer 3 = $500/month,0.04,7.6,8000,500,7.360461366666666,58883.690933333324,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,CHEN_MINGSONG,google/gemini-2.5-flash-lite,v2,Layer 3 = $1000/month,0.04,7.6,8000,1000,7.422961366666666,59383.690933333324,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,LU_XINZE,qwen/qwen3-235b-a22b-2507,v2,Layer 3 = $0/month,0.14666666666666667,7.6,8000,0,6.4863049881666655,51890.439905333325,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,LU_XINZE,qwen/qwen3-235b-a22b-2507,v2,Layer 3 = $100/month,0.14666666666666667,7.6,8000,100,6.498804988166666,51990.439905333325,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,LU_XINZE,qwen/qwen3-235b-a22b-2507,v2,Layer 3 = $200/month,0.14666666666666667,7.6,8000,200,6.511304988166666,52090.439905333325,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,LU_XINZE,qwen/qwen3-235b-a22b-2507,v2,Layer 3 = $500/month,0.14666666666666667,7.6,8000,500,6.5488049881666655,52390.439905333325,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,LU_XINZE,qwen/qwen3-235b-a22b-2507,v2,Layer 3 = $1000/month,0.14666666666666667,7.6,8000,1000,6.6113049881666655,52890.439905333325,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,WANG_YI,mistralai/mistral-small-3.2-24b-instruct,v2,Layer 3 = $0/month,0.30666666666666664,7.6,8000,0,5.270488307916667,42163.90646333333,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,WANG_YI,mistralai/mistral-small-3.2-24b-instruct,v2,Layer 3 = $100/month,0.30666666666666664,7.6,8000,100,5.282988307916667,42263.90646333333,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,WANG_YI,mistralai/mistral-small-3.2-24b-instruct,v2,Layer 3 = $200/month,0.30666666666666664,7.6,8000,200,5.295488307916667,42363.90646333333,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,WANG_YI,mistralai/mistral-small-3.2-24b-instruct,v2,Layer 3 = $500/month,0.30666666666666664,7.6,8000,500,5.332988307916667,42663.90646333333,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,WANG_YI,mistralai/mistral-small-3.2-24b-instruct,v2,Layer 3 = $1000/month,0.30666666666666664,7.6,8000,1000,5.395488307916667,43163.90646333333,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,DAI_MINFEI,anthropic/claude-haiku-4.5,v2,Layer 3 = $0/month,0.37333333333333335,7.6,8000,0,4.7807497733333335,38245.99818666667,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,DAI_MINFEI,anthropic/claude-haiku-4.5,v2,Layer 3 = $100/month,0.37333333333333335,7.6,8000,100,4.793249773333334,38345.99818666667,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,DAI_MINFEI,anthropic/claude-haiku-4.5,v2,Layer 3 = $200/month,0.37333333333333335,7.6,8000,200,4.805749773333334,38445.99818666667,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,DAI_MINFEI,anthropic/claude-haiku-4.5,v2,Layer 3 = $500/month,0.37333333333333335,7.6,8000,500,4.8432497733333335,38745.99818666667,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
layer3_scenario,DAI_MINFEI,anthropic/claude-haiku-4.5,v2,Layer 3 = $1000/month,0.37333333333333335,7.6,8000,1000,4.9057497733333335,39245.99818666667,"Planning scenario, not measured production spend. $200/month is the owner-approved base."
volume_scenario,LI_LINGHAO,deepseek/deepseek-v3.2,v2,"4,000 claims/month",0.9466666666666667,7.6,4000,200.0,0.45910481560000005,1836.4192624000002,Variable/fallback cost scales with volume; includes fixed $200/month Layer 3 base scenario.
volume_scenario,LI_LINGHAO,deepseek/deepseek-v3.2,v2,"8,000 claims/month",0.9466666666666667,7.6,8000,200.0,0.4341048156000001,3472.8385248000004,Variable/fallback cost scales with volume; includes fixed $200/month Layer 3 base scenario.
volume_scenario,LI_LINGHAO,deepseek/deepseek-v3.2,v2,"16,000 claims/month",0.9466666666666667,7.6,16000,200.0,0.42160481560000007,6745.677049600001,Variable/fallback cost scales with volume; includes fixed $200/month Layer 3 base scenario.
