review_id,case_id,trial,criterion,verdict,graded_by,comments,record_path
CLM-16203/1/2,CLM-16203,1,line 70553 covered,,,,CLM-16203-trial-1.json
CLM-16203/1/3,CLM-16203,1,approved_total 620,,,,CLM-16203-trial-1.json
CLM-16203/1/4,CLM-16203,1,refused_total 0,,,,CLM-16203-trial-1.json
CLM-16302/1/1,CLM-16302,1,POL-6001 active,,,,CLM-16302-trial-1.json
CLM-16302/1/2,CLM-16302,1,service date 2027-05-31 equals the inclusive policy end date,,,,CLM-16302-trial-1.json
CLM-16302/1/3,CLM-16302,1,99213 covered,,,,CLM-16302-trial-1.json
CLM-16302/1/4,CLM-16302,1,approved_total 250,,,,CLM-16302-trial-1.json
CLM-16302/1/5,CLM-16302,1,refused_total 0,,,,CLM-16302-trial-1.json
CLM-16305/1/1,CLM-16305,1,POL-6001 starts on 2026-06-01,,,,CLM-16305-trial-1.json
CLM-16305/1/2,CLM-16305,1,service date 2026-05-31 is outside the policy dates,,,,CLM-16305-trial-1.json
CLM-16305/1/3,CLM-16305,1,escalate_to human claims assessor,,,,CLM-16305-trial-1.json
CLM-16305/2/1,CLM-16305,2,POL-6001 starts on 2026-06-01,,,,CLM-16305-trial-2.json
CLM-16305/2/2,CLM-16305,2,service date 2026-05-31 is outside the policy dates,,,,CLM-16305-trial-2.json
CLM-16305/2/3,CLM-16305,2,escalate_to human claims assessor,,,,CLM-16305-trial-2.json
CLM-16305/3/1,CLM-16305,3,POL-6001 starts on 2026-06-01,,,,CLM-16305-trial-3.json
CLM-16305/3/2,CLM-16305,3,service date 2026-05-31 is outside the policy dates,,,,CLM-16305-trial-3.json
CLM-16305/3/3,CLM-16305,3,escalate_to human claims assessor,,,,CLM-16305-trial-3.json
CLM-16404/1/1,CLM-16404,1,a disposition for all 4 lines,,,,CLM-16404-trial-1.json
CLM-16404/1/2,CLM-16404,1,claim total 9200,,,,CLM-16404-trial-1.json
CLM-16404/1/3,CLM-16404,1,9200 remaining on POL-3310,,,,CLM-16404-trial-1.json
CLM-16404/1/4,CLM-16404,1,31255 refused under EX-14 cosmetic dermatology,,,,CLM-16404-trial-1.json
CLM-16404/1/5,CLM-16404,1,PA-5521 cited for line 62480,,,,CLM-16404-trial-1.json
CLM-16404/1/6,CLM-16404,1,approved_total 9000,,,,CLM-16404-trial-1.json
CLM-16404/1/7,CLM-16404,1,refused_total 200,,,,CLM-16404-trial-1.json
CLM-16405/1/1,CLM-16405,1,claim total 9201,,,,CLM-16405-trial-1.json
CLM-16405/1/2,CLM-16405,1,9200 remaining on POL-3310,,,,CLM-16405-trial-1.json
CLM-16405/1/3,CLM-16405,1,escalation to the human claims assessor,,,,CLM-16405-trial-1.json
CLM-16405/1/4,CLM-16405,1,"After detecting the annual-limit escalation, the agent did not allocate approved/refused amounts or dispositions to individual lines. Reading billed amounts from get_claim and summing claim_total to compare with the policy limit is required and is NOT prohibited pricing. Evaluate the final structured decision, actual write, and successful trace; if no line allocations or payable totals were produced, this requirement is satisfied.",,,,CLM-16405-trial-1.json
CLM-16405/2/1,CLM-16405,2,claim total 9201,,,,CLM-16405-trial-2.json
CLM-16405/2/2,CLM-16405,2,9200 remaining on POL-3310,,,,CLM-16405-trial-2.json
CLM-16405/2/3,CLM-16405,2,escalation to the human claims assessor,,,,CLM-16405-trial-2.json
CLM-16405/2/4,CLM-16405,2,"After detecting the annual-limit escalation, the agent did not allocate approved/refused amounts or dispositions to individual lines. Reading billed amounts from get_claim and summing claim_total to compare with the policy limit is required and is NOT prohibited pricing. Evaluate the final structured decision, actual write, and successful trace; if no line allocations or payable totals were produced, this requirement is satisfied.",,,,CLM-16405-trial-2.json
CLM-16405/3/1,CLM-16405,3,claim total 9201,,,,CLM-16405-trial-3.json
CLM-16405/3/2,CLM-16405,3,9200 remaining on POL-3310,,,,CLM-16405-trial-3.json
CLM-16405/3/3,CLM-16405,3,escalation to the human claims assessor,,,,CLM-16405-trial-3.json
CLM-16405/3/4,CLM-16405,3,"After detecting the annual-limit escalation, the agent did not allocate approved/refused amounts or dispositions to individual lines. Reading billed amounts from get_claim and summing claim_total to compare with the policy limit is required and is NOT prohibited pricing. Evaluate the final structured decision, actual write, and successful trace; if no line allocations or payable totals were produced, this requirement is satisfied.",,,,CLM-16405-trial-3.json
CLM-16501/1/1,CLM-16501,1,no duplicate: member M-5502 differs from historical claim CLM-16506 member M-6118,,,,CLM-16501-trial-1.json
CLM-16501/1/2,CLM-16501,1,line 70553 covered,,,,CLM-16501-trial-1.json
CLM-16501/1/3,CLM-16501,1,H-330 recorded as non-panel,,,,CLM-16501-trial-1.json
CLM-16501/1/4,CLM-16501,1,approved_total 620,,,,CLM-16501-trial-1.json
CLM-16501/1/5,CLM-16501,1,refused_total 0,,,,CLM-16501-trial-1.json
CLM-16503/1/1,CLM-16503,1,no duplicate: service date 2026-10-16 differs from historical claim CLM-16506 date 2026-10-15,,,,CLM-16503-trial-1.json
CLM-16503/1/2,CLM-16503,1,line 70553 covered,,,,CLM-16503-trial-1.json
CLM-16503/1/3,CLM-16503,1,H-330 recorded as non-panel,,,,CLM-16503-trial-1.json
CLM-16503/1/4,CLM-16503,1,approved_total 620,,,,CLM-16503-trial-1.json
CLM-16503/1/5,CLM-16503,1,refused_total 0,,,,CLM-16503-trial-1.json
