case_id,trial,negative,status,decision,code_passed,judgement,overall_passed,turns,tokens_in,tokens_out,cost_usd,failures
CLM-8925,1,True,error,,False,not_reviewable,False,4,10279,717,0.0011429062499999998,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
CLM-8925,2,True,completed,escalate,True,pending,False,5,13372,647,0.001415375,
CLM-8925,3,True,completed,escalate,True,pending,False,5,13275,632,0.0014025312500000001,
CLM-8933,1,True,error,,False,not_reviewable,False,3,7051,347,0.00074778125,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
CLM-8933,2,True,error,,False,not_reviewable,False,3,7051,347,0.00074778125,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
CLM-8933,3,True,not_recorded,escalate,False,not_reviewable,False,3,7082,279,0.0007336875,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8941,1,True,error,,False,not_reviewable,False,3,6991,440,0.00076540625,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing or unsuccessful tool trace; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
CLM-8941,2,True,error,,False,not_reviewable,False,2,4559,223,0.00048315624999999997,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
CLM-8941,3,True,error,,False,not_reviewable,False,3,6991,449,0.00076765625,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing or unsuccessful tool trace; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
CLM-8952,1,True,not_recorded,escalate,False,not_reviewable,False,4,9862,410,0.0010270625,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8952,2,True,not_recorded,escalate,False,not_reviewable,False,4,9862,411,0.0010273125,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8952,3,True,not_recorded,escalate,False,not_reviewable,False,4,9862,400,0.0010245624999999999,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-8960,1,False,error,,False,not_reviewable,False,4,10333,962,0.00120921875,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong line count; line[0] 99213: missing line occurrence; line[1] 80053: missing line occurrence; line[2] 70553: missing line occurrence; line[3] 45378: missing line occurrence; wrong approved_total; wrong refused_total
CLM-8971,1,False,error,,False,not_reviewable,False,4,9639,499,0.00102840625,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong line count; line[0] 99213: missing line occurrence; wrong approved_total; wrong refused_total
CLM-16001,1,False,error,,False,not_reviewable,False,4,10237,951,0.00119746875,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong line count; line[0] 99213: missing line occurrence; line[1] 31255: missing line occurrence; line[2] 15823: missing line occurrence; wrong approved_total; wrong refused_total
CLM-16002,1,False,completed,approve_in_principle,True,pending,False,5,12882,731,0.0013904375000000002,
CLM-16003,1,False,completed,approve_in_principle,True,pending,False,5,12849,623,0.00136034375,
CLM-16004,1,False,completed,approve_in_principle,True,pending,False,5,13358,950,0.0014898125,
CLM-16005,1,True,completed,request_document,False,pending,False,5,12808,703,0.0013765000000000001,line[0] 27447: wrong preauth
CLM-16005,2,True,error,,False,not_reviewable,False,4,9772,518,0.0010456250000000001,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; missing core coverage evidence; wrong line count; line[0] 27447: missing line occurrence; wrong named missing item / line / service date
CLM-16005,3,True,completed,request_document,True,pending,False,5,12826,749,0.0013896875,
CLM-16101,1,False,error,,False,not_reviewable,False,4,9796,711,0.0010961249999999999,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong line count; line[0] 62480: missing line occurrence; wrong approved_total; wrong refused_total
CLM-16102,1,False,completed,approve_in_principle,True,pending,False,5,12695,757,0.00137940625,
CLM-16103,1,False,error,,False,not_reviewable,False,5,12289,779,0.00134684375,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong line count; line[0] 27447: missing line occurrence; 27447: missing check_documents; wrong approved_total; wrong refused_total
CLM-16104,1,False,error,,False,not_reviewable,False,4,10272,1029,0.00122025,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong line count; line[0] 62480: missing line occurrence; line[1] 27447: missing line occurrence; line[2] 80053: missing line occurrence; wrong approved_total; wrong refused_total
CLM-16105,1,True,error,,False,not_reviewable,False,5,12381,918,0.00139021875,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong line count; line[0] 29881: missing line occurrence; wrong named missing item / line / service date
CLM-16105,2,True,not_recorded,request_document,False,not_reviewable,False,4,9672,586,0.00105325,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence; missing core coverage evidence
CLM-16105,3,True,error,,False,not_reviewable,False,5,12381,696,0.00133471875,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong line count; line[0] 29881: missing line occurrence; wrong named missing item / line / service date
CLM-16201,1,False,completed,approve_in_principle,True,pending,False,5,12552,717,0.001356,
CLM-16202,1,False,completed,approve_in_principle,True,pending,False,5,12514,676,0.0013421874999999998,
CLM-16203,1,False,completed,approve_in_principle,True,pending,False,5,12495,693,0.00134465625,
CLM-16204,1,False,completed,escalate,False,pending,False,5,12555,619,0.00133178125,wrong decision; wrong line count; line[0] 47120: missing line occurrence; wrong approved_total; wrong refused_total
CLM-16205,1,True,error,,False,not_reviewable,False,2,4579,225,0.00048553125,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
CLM-16205,2,True,error,,False,not_reviewable,False,2,4579,235,0.00048803125,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
CLM-16205,3,True,completed,escalate,True,pending,False,5,12548,611,0.001329125,
CLM-16301,1,False,completed,approve_in_principle,True,pending,False,5,12614,568,0.0013245625,
CLM-16302,1,False,completed,approve_in_principle,True,pending,False,5,12629,649,0.00134621875,
CLM-16303,1,False,completed,approve_in_principle,True,pending,False,5,12492,701,0.0013463750000000001,
CLM-16304,1,False,completed,approve_in_principle,True,pending,False,5,13077,862,0.00144146875,
CLM-16305,1,True,completed,escalate,True,pending,False,5,12615,642,0.00134315625,
CLM-16305,2,True,completed,escalate,True,pending,False,5,12586,564,0.0013209375,
CLM-16305,3,True,not_recorded,escalate,False,not_reviewable,False,4,9785,425,0.00102359375,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-16401,1,False,completed,approve_in_principle,True,pending,False,5,12745,664,0.00136084375,
CLM-16402,1,False,completed,approve_in_principle,True,pending,False,5,12730,627,0.0013501874999999998,
CLM-16403,1,False,error,,False,not_reviewable,False,4,10355,1008,0.00122278125,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong line count; line[0] 47120: missing line occurrence; line[1] 62480: missing line occurrence; line[2] 31255: missing line occurrence; wrong approved_total; wrong refused_total
CLM-16404,1,False,not_recorded,approve_in_principle,False,not_reviewable,False,4,10321,710,0.0011450937499999998,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-16405,1,True,error,,False,not_reviewable,False,5,12390,554,0.0013000625,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
CLM-16405,2,True,error,,False,not_reviewable,False,5,12390,576,0.0013055624999999999,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
CLM-16405,3,True,error,,False,not_reviewable,False,4,9844,382,0.001018375,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
CLM-16501,1,False,error,,False,not_reviewable,False,4,9777,463,0.0010323437499999998,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong line count; line[0] 70553: missing line occurrence; wrong approved_total; wrong refused_total
CLM-16502,1,False,completed,approve_in_principle,True,pending,False,5,12861,688,0.0013777187500000003,
CLM-16503,1,False,completed,approve_in_principle,True,pending,False,5,12670,721,0.0013680625,
CLM-16504,1,False,error,,False,not_reviewable,False,4,9820,437,0.001029875,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong line count; line[0] 70553: missing line occurrence; wrong approved_total; wrong refused_total
CLM-16505,1,True,not_recorded,escalate,False,not_reviewable,False,3,7079,297,0.0007379062500000001,execution not completed: not_recorded; expected one actual gated write; missing read/write evidence
CLM-16505,2,True,error,,False,not_reviewable,False,3,7079,418,0.00076815625,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
CLM-16505,3,True,error,,False,not_reviewable,False,3,7048,351,0.0007485,execution not completed: error; wrong decision; output schema: non-escalation requires every billed line and its disposition; expected one actual gated write; missing read/write evidence; unsupported evidence citations; wrong escalation trigger; wrong escalation recipient
